ocel_IoTobject_id;ocel_object_id;ocel_qualifier;ocel_time
WS01;tr39;Weight sensor measuring empty truck weight;2024-06-03 09:32:24
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-03 09:45:47
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-03 09:45:47
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-03 09:45:47
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-03 09:45:47
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-03 09:45:47
WS02;tr32;Weight sensor measuring empty truck weight;2024-06-03 10:31:52
WS12;tr34;Weight sensor measuring empty truck weight;2024-06-03 10:34:20
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-06-03 10:36:34
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-06-03 10:36:34
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-06-03 10:36:34
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-06-03 10:36:34
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-06-03 10:36:34
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-03 11:09:18
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-03 11:09:18
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-03 11:09:18
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-03 11:09:18
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-03 11:09:18
WS13;tr49;Weight sensor measuring empty truck weight;2024-06-03 11:50:35
WS14;tr7;Weight sensor measuring empty truck weight;2024-06-03 12:18:28
WS17;tr9;Weight sensor measuring empty truck weight;2024-06-03 13:17:39
WS06;tr47;Weight sensor measuring empty truck weight;2024-06-03 14:08:00
WS10;tr31;Weight sensor measuring empty truck weight;2024-06-03 14:08:38
WS11;tr36;Weight sensor measuring empty truck weight;2024-06-03 14:15:09
WS20;tr15;Weight sensor measuring empty truck weight;2024-06-03 14:25:58
WS07;tr45;Weight sensor measuring loaded truck weight;2024-06-03 14:30:41
WS02;tr25;Weight sensor measuring empty truck weight;2024-06-03 14:36:27
WS09;tr20;Weight sensor measuring empty truck weight;2024-06-03 14:42:58
WS03;tr24;Weight sensor measuring empty truck weight;2024-06-03 14:45:10
WS08;tr8;Weight sensor measuring empty truck weight;2024-06-03 14:47:36
WS16;tr1;Weight sensor measuring empty truck weight;2024-06-03 14:48:17
WS18;tr5;Weight sensor measuring loaded truck weight;2024-06-03 14:59:48
WS05;tr29;Weight sensor measuring empty truck weight;2024-06-03 15:32:18
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-03 15:54:16
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-03 15:54:16
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-03 15:54:16
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-03 15:54:16
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-03 15:54:16
WS06;tr11;Weight sensor measuring empty truck weight;2024-06-03 15:58:49
WS19;tr50;Weight sensor measuring empty truck weight;2024-06-03 16:19:22
WS09;tr33;Weight sensor measuring loaded truck weight;2024-06-03 16:46:01
WS12;tr16;Weight sensor measuring empty truck weight;2024-06-03 17:02:59
WS14;tr18;Weight sensor measuring empty truck weight;2024-06-03 18:29:45
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-06-03 19:05:04
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-06-03 19:05:04
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-06-03 19:05:04
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-06-03 19:05:04
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-06-03 19:05:04
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-06-04 07:44:56
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-06-04 07:44:56
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-06-04 07:44:56
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-06-04 07:44:56
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-06-04 07:44:56
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-04 08:02:45
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-04 08:02:45
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-04 08:02:45
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-04 08:02:45
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-04 08:02:45
WS16;tr30;Weight sensor measuring loaded truck weight;2024-06-04 08:05:26
WS15;tr22;Weight sensor measuring empty truck weight;2024-06-04 09:09:13
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-06-04 09:51:21
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-06-04 09:51:21
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-06-04 09:51:21
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-06-04 09:51:21
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-06-04 09:51:21
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-04 09:51:35
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-04 09:51:35
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-04 09:51:35
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-04 09:51:35
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-04 09:51:35
WS17;tr40;Weight sensor measuring empty truck weight;2024-06-04 10:12:29
WS18;tr23;Weight sensor measuring empty truck weight;2024-06-04 10:25:11
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-06-04 10:31:06
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-06-04 10:31:06
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-06-04 10:31:06
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-06-04 10:31:06
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-06-04 10:31:06
WS16;tr43;Weight sensor measuring empty truck weight;2024-06-04 10:37:38
WS07;tr46;Weight sensor measuring empty truck weight;2024-06-04 10:40:41
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-06-04 11:47:01
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-06-04 11:47:01
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-06-04 11:47:01
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-06-04 11:47:01
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-06-04 11:47:01
WS16;tr21;Weight sensor measuring empty truck weight;2024-06-04 13:24:46
WS15;tr44;Weight sensor measuring empty truck weight;2024-06-04 13:33:54
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-06-04 13:36:12
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-06-04 13:36:12
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-06-04 13:36:12
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-06-04 13:36:12
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-06-04 13:36:12
WS02;tr42;Weight sensor measuring empty truck weight;2024-06-04 13:37:03
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-04 14:18:28
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-04 14:18:28
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-04 14:18:28
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-04 14:18:28
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-04 14:18:28
WS13;tr27;Weight sensor measuring loaded truck weight;2024-06-04 15:36:47
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-06-04 15:49:35
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-06-04 15:49:35
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-06-04 15:49:35
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-06-04 15:49:35
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-06-04 15:49:35
WS04;tr26;Weight sensor measuring loaded truck weight;2024-06-04 16:19:16
WS20;tr1;Weight sensor measuring loaded truck weight;2024-06-04 16:44:30
WS10;tr32;Weight sensor measuring loaded truck weight;2024-06-04 17:19:01
WS11;tr19;Weight sensor measuring loaded truck weight;2024-06-04 17:59:25
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-06-04 18:28:52
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-06-04 18:28:52
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-06-04 18:28:52
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-06-04 18:28:52
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-06-04 18:28:52
WS19;tr41;Weight sensor measuring loaded truck weight;2024-06-05 08:12:42
WS05;tr35;Weight sensor measuring loaded truck weight;2024-06-05 10:20:56
WS17;tr14;Weight sensor measuring loaded truck weight;2024-06-05 10:23:14
WS11;tr23;Weight sensor measuring loaded truck weight;2024-06-05 11:38:11
WS13;tr16;Weight sensor measuring loaded truck weight;2024-06-05 12:05:15
WS10;tr15;Weight sensor measuring loaded truck weight;2024-06-05 14:11:54
WS10;tr11;Weight sensor measuring loaded truck weight;2024-06-05 14:23:30
WS16;tr43;Weight sensor measuring loaded truck weight;2024-06-05 15:07:13
WS18;tr24;Weight sensor measuring loaded truck weight;2024-06-05 15:18:46
WS06;tr18;Weight sensor measuring loaded truck weight;2024-06-05 16:25:43
WS06;tr13;Weight sensor measuring loaded truck weight;2024-06-05 17:55:52
WS16;tr38;Weight sensor measuring loaded truck weight;2024-06-05 17:56:23
WS07;tr4;Weight sensor measuring loaded truck weight;2024-06-06 08:11:59
WS15;tr44;Weight sensor measuring loaded truck weight;2024-06-06 10:37:01
WS03;tr8;Weight sensor measuring loaded truck weight;2024-06-06 15:25:45
WS11;tr21;Weight sensor measuring loaded truck weight;2024-06-07 11:57:15
